Region,Source,Year,Data,Unit
NS,Oil,2014,222.3,MW
NS,Oil,2015,222.3,MW
PE,Oil,2005,159,MW
PE,Oil,2006,159,MW
PE,Oil,2007,159,MW
PE,Oil,2008,159,MW
PE,Oil,2009,159,MW
PE,Oil,2010,160,MW
PE,Oil,2011,160,MW
PE,Oil,2012,160,MW
PE,Oil,2013,162,MW
PE,Oil,2014,162,MW
PE,Oil,2015,159,MW
NF,Oil,2005,759,MW
NF,Oil,2006,759,MW
NF,Oil,2007,759,MW
NF,Oil,2008,759,MW
NF,Oil,2009,789,MW
NF,Oil,2010,789,MW
NF,Oil,2011,786,MW
NF,Oil,2012,786,MW
NF,Oil,2013,760,MW
NF,Oil,2014,868,MW
NF,Oil,2015,868,MW
NWT,Oil,2005,114,MW
NWT,Oil,2006,74.923,MW
NWT,Oil,2007,79.98,MW
NWT,Oil,2008,84.398,MW
NWT,Oil,2009,99.798,MW
NWT,Oil,2010,99.798,MW
NWT,Oil,2011,99.74,MW
NWT,Oil,2012,99.74,MW
NWT,Oil,2013,103.56,MW
NWT,Oil,2014,77.76,MW
NWT,Oil,2015,94.07,MW
YT,Oil,2005,33.34,MW
YT,Oil,2006,33.34,MW
YT,Oil,2007,33.34,MW
YT,Oil,2008,33.34,MW
YT,Oil,2009,33.34,MW
YT,Oil,2010,33.57,MW
YT,Oil,2011,33.57,MW
YT,Oil,2012,33.57,MW
YT,Oil,2013,33.57,MW
YT,Oil,2014,33.57,MW
YT,Oil,2015,24.57,MW
NU,Oil,2005,54.28,MW
NU,Oil,2006,54.28,MW
NU,Oil,2007,54.28,MW
NU,Oil,2008,54.28,MW
NU,Oil,2009,54.28,MW
NU,Oil,2010,54.28,MW
NU,Oil,2011,54.28,MW
NU,Oil,2012,54.28,MW
NU,Oil,2013,54.28,MW
NU,Oil,2014,54.28,MW
NU,Oil,2015,54.28,MW
Canada,Oil,2005,6753.58,MW
Canada,Oil,2006,6658.808,MW
Canada,Oil,2007,6785.03,MW
Canada,Oil,2008,6760.728,MW
Canada,Oil,2009,6794.398,MW
Canada,Oil,2010,6651.728,MW
Canada,Oil,2011,6227.805,MW
Canada,Oil,2012,5169.805,MW
Canada,Oil,2013,6207.625,MW
Canada,Oil,2014,5945.27,MW
Canada,Oil,2015,5651.99,MW
BC,Solar,2005,0,MW
BC,Solar,2006,0,MW
BC,Solar,2007,0,MW
BC,Solar,2008,0,MW
BC,Solar,2009,0,MW
BC,Solar,2010,0,MW
BC,Solar,2011,0,MW
BC,Solar,2012,0,MW
BC,Solar,2013,0,MW
BC,Solar,2014,2.8,MW
BC,Solar,2015,2.8,MW
AB,Solar,2005,0,MW
AB,Solar,2006,0,MW
AB,Solar,2007,0,MW
AB,Solar,2008,0,MW
AB,Solar,2009,0,MW
AB,Solar,2010,0,MW
AB,Solar,2011,0,MW
AB,Solar,2012,0,MW
AB,Solar,2013,0,MW
AB,Solar,2014,6.4,MW
AB,Solar,2015,6.4,MW
SK,Solar,2005,0,MW
SK,Solar,2006,0,MW
SK,Solar,2007,0,MW
SK,Solar,2008,0,MW
SK,Solar,2009,0,MW
SK,Solar,2010,0,MW
SK,Solar,2011,0,MW
SK,Solar,2012,0,MW
SK,Solar,2013,0,MW
SK,Solar,2014,3.5,MW
SK,Solar,2015,3.5,MW
MB,Solar,2005,0,MW
MB,Solar,2006,0,MW
MB,Solar,2007,0,MW
MB,Solar,2008,0,MW
MB,Solar,2009,0,MW
MB,Solar,2010,0,MW
MB,Solar,2011,0,MW
MB,Solar,2012,0,MW
MB,Solar,2013,0,MW
MB,Solar,2014,0.4,MW
MB,Solar,2015,0.4,MW
ON,Solar,2005,16.75,MW
ON,Solar,2006,20.48,MW
ON,Solar,2007,25.77,MW
ON,Solar,2008,32.72,MW
ON,Solar,2009,94.57,MW
ON,Solar,2010,281.13,MW
ON,Solar,2011,419.4,MW
ON,Solar,2012,645.3,MW
ON,Solar,2013,1018.7,MW
ON,Solar,2014,1509.4,MW
ON,Solar,2015,2119,MW
QC,Solar,2005,0,MW
QC,Solar,2006,0,MW
QC,Solar,2007,0,MW
QC,Solar,2008,0,MW
QC,Solar,2009,0,MW
QC,Solar,2010,0,MW
QC,Solar,2011,0,MW
QC,Solar,2012,0,MW
QC,Solar,2013,0,MW
QC,Solar,2014,0.4,MW
QC,Solar,2015,0.4,MW
NB,Solar,2005,0,MW
NB,Solar,2006,0,MW
NB,Solar,2007,0,MW
NB,Solar,2008,0,MW
NB,Solar,2009,0,MW
NB,Solar,2010,0,MW
NB,Solar,2011,0,MW
NB,Solar,2012,0,MW
NB,Solar,2013,0,MW
NB,Solar,2014,0.2,MW
NB,Solar,2015,0.2,MW
NS,Solar,2005,0,MW
NS,Solar,2006,0,MW
NS,Solar,2007,0,MW
NS,Solar,2008,0,MW
NS,Solar,2009,0,MW
NS,Solar,2010,0,MW
NS,Solar,2011,0,MW
NS,Solar,2012,0,MW
NS,Solar,2013,0,MW
NS,Solar,2014,0.6,MW
NS,Solar,2015,0.6,MW
PE,Solar,2005,0,MW
PE,Solar,2006,0,MW
PE,Solar,2007,0,MW
PE,Solar,2008,0,MW
PE,Solar,2009,0,MW
PE,Solar,2010,0,MW
PE,Solar,2011,0,MW
PE,Solar,2012,0,MW
PE,Solar,2013,0,MW
PE,Solar,2014,0.4,MW
PE,Solar,2015,0.4,MW
NF,Solar,2005,0,MW
NF,Solar,2006,0,MW
NF,Solar,2007,0,MW
NF,Solar,2008,0,MW
NF,Solar,2009,0,MW
NF,Solar,2010,0,MW
NF,Solar,2011,0,MW
NF,Solar,2012,0,MW
NF,Solar,2013,0,MW
NF,Solar,2014,0.035,MW
NF,Solar,2015,0.035,MW
NWT,Solar,2005,0,MW
NWT,Solar,2006,0,MW
NWT,Solar,2007,0,MW
NWT,Solar,2008,0,MW
NWT,Solar,2009,0,MW
NWT,Solar,2010,0,MW
NWT,Solar,2011,0,MW
NWT,Solar,2012,0,MW
NWT,Solar,2013,0,MW
NWT,Solar,2014,0.3,MW
NWT,Solar,2015,0.3,MW
YT,Solar,2005,0,MW
YT,Solar,2006,0,MW
YT,Solar,2007,0,MW
YT,Solar,2008,0,MW
YT,Solar,2009,0,MW
YT,Solar,2010,0,MW
YT,Solar,2011,0,MW
YT,Solar,2012,0,MW
YT,Solar,2013,0,MW
YT,Solar,2014,0.033,MW
YT,Solar,2015,0.033,MW
NU,Solar,2005,0,MW
NU,Solar,2006,0,MW
NU,Solar,2007,0,MW
NU,Solar,2008,0,MW
NU,Solar,2009,0,MW
NU,Solar,2010,0,MW
NU,Solar,2011,0,MW
NU,Solar,2012,0,MW
NU,Solar,2013,0,MW
NU,Solar,2014,0.035,MW
NU,Solar,2015,0.035,MW
Canada,Solar,2005,16.75,MW
Canada,Solar,2006,20.48,MW
Canada,Solar,2007,25.77,MW
Canada,Solar,2008,32.72,MW
Canada,Solar,2009,94.57,MW
Canada,Solar,2010,281.13,MW
Canada,Solar,2011,419.4,MW
Canada,Solar,2012,645.3,MW
Canada,Solar,2013,1018.7,MW
Canada,Solar,2014,1524.503,MW
Canada,Solar,2015,2134.103,MW
BC,All sources,2005,15030.37,MW
BC,All sources,2006,14901.577,MW
BC,All sources,2007,14948.778,MW
BC,All sources,2008,15020.928,MW
BC,All sources,2009,15248.128,MW
BC,All sources,2010,15624.151,MW
BC,All sources,2011,16286.612,MW
BC,All sources,2012,16240.412,MW
BC,All sources,2013,16467.902,MW
BC,All sources,2014,17090.602,MW
BC,All sources,2015,17912.85,MW
AB,All sources,2005,12007.95,MW
AB,All sources,2006,11768.9,MW
AB,All sources,2007,12062.9,MW
AB,All sources,2008,12461.5,MW
AB,All sources,2009,12905.8,MW
AB,All sources,2010,12897.7,MW
AB,All sources,2011,12993.10133,MW
AB,All sources,2012,13776.02932,MW
AB,All sources,2013,14475.296,MW
AB,All sources,2014,15198.48,MW
AB,All sources,2015,16279.35,MW
SK,All sources,2005,3742.8,MW
SK,All sources,2006,3878.8,MW
SK,All sources,2007,3878.8,MW
SK,All sources,2008,3903.63,MW
SK,All sources,2009,3996.63,MW
SK,All sources,2010,4249.13,MW
SK,All sources,2011,4274.63,MW
SK,All sources,2012,4269.68,MW
SK,All sources,2013,4148.68,MW
SK,All sources,2014,4212.78,MW
SK,All sources,2015,4476.65,MW
MB,All sources,2005,5577.91,MW
MB,All sources,2006,5661.48,MW
MB,All sources,2007,5661.48,MW
MB,All sources,2008,5661.48,MW
MB,All sources,2009,5661.48,MW
MB,All sources,2010,5661.48,MW
MB,All sources,2011,5799.48,MW
MB,All sources,2012,5815.98,MW
MB,All sources,2013,6016.98,MW
MB,All sources,2014,5995.38,MW
MB,All sources,2015,5997.5,MW
ON,All sources,2005,31575.21,MW
ON,All sources,2006,32372.245,MW
ON,All sources,2007,32462.7,MW
ON,All sources,2008,33916.1,MW
ON,All sources,2009,34097.52,MW
ON,All sources,2010,36125.38,MW
ON,All sources,2011,36647.785,MW
ON,All sources,2012,36370.685,MW
ON,All sources,2013,37906.085,MW
ON,All sources,2014,37614.15,MW
ON,All sources,2015,39344.75,MW
QC,All sources,2005,39259.687,MW
QC,All sources,2006,40090.759,MW
QC,All sources,2007,41065.827,MW
QC,All sources,2008,41920.475,MW
QC,All sources,2009,42202.76,MW
QC,All sources,2010,42088.17,MW
QC,All sources,2011,41619.443,MW
QC,All sources,2012,41401.49,MW
QC,All sources,2013,42675.043,MW
QC,All sources,2014,44268.347,MW
QC,All sources,2015,44563.38,MW
NB,All sources,2005,4231.25,MW
NB,All sources,2006,4231.25,MW
NB,All sources,2007,4231.25,MW
NB,All sources,2008,4327.25,MW
NB,All sources,2009,4424.25,MW
NB,All sources,2010,4373.25,MW
NB,All sources,2011,4480.1,MW
NB,All sources,2012,4480.1,MW
NB,All sources,2013,4505.1,MW
NB,All sources,2014,4505.3,MW
NB,All sources,2015,4505.3,MW
NS,All sources,2005,2447.37,MW
NS,All sources,2006,2447.27,MW
NS,All sources,2007,2452.47,MW
NS,All sources,2008,2453.37,MW
NS,All sources,2009,2453.07,MW
NS,All sources,2010,2502.37,MW
NS,All sources,2011,2650.6,MW
NS,All sources,2012,2754.2,MW
NS,All sources,2013,2760.18,MW
NS,All sources,2014,2809.22,MW
NS,All sources,2015,2925.02,MW
PE,All sources,2005,173,MW
PE,All sources,2006,173,MW
PE,All sources,2007,232,MW
PE,All sources,2008,232,MW
PE,All sources,2009,311,MW
PE,All sources,2010,324,MW
PE,All sources,2011,324,MW
PE,All sources,2012,324,MW
PE,All sources,2013,336,MW
PE,All sources,2014,366.4,MW
PE,All sources,2015,363.4,MW
NF,All sources,2005,7642.06,MW
NF,All sources,2006,7637.45,MW
NF,All sources,2007,7638.8,MW
NF,All sources,2008,7638.8,MW
NF,All sources,2009,7727.05,MW
NF,All sources,2010,7727.05,MW
NF,All sources,2011,7731.7,MW
NF,All sources,2012,7726.06,MW
NF,All sources,2013,7705.7,MW
NF,All sources,2014,7791.455,MW
NF,All sources,2015,7791.455,MW
NWT,All sources,2005,214,MW
NWT,All sources,2006,151.623,MW
NWT,All sources,2007,150.18,MW
NWT,All sources,2008,167.298,MW
NWT,All sources,2009,216.418,MW
NWT,All sources,2010,182.698,MW
NWT,All sources,2011,182.64,MW
NWT,All sources,2012,191.84,MW
NWT,All sources,2013,195.66,MW
NWT,All sources,2014,170.16,MW
NWT,All sources,2015,186.47,MW
YT,All sources,2005,110.04,MW
YT,All sources,2006,110.84,MW
YT,All sources,2007,112.04,MW
YT,All sources,2008,112.04,MW
YT,All sources,2009,112.04,MW
YT,All sources,2010,112.27,MW
YT,All sources,2011,128.87,MW
YT,All sources,2012,128.87,MW
YT,All sources,2013,128.87,MW
YT,All sources,2014,128.903,MW
YT,All sources,2015,124.303,MW
NU,All sources,2005,54.28,MW
NU,All sources,2006,54.28,MW
NU,All sources,2007,54.28,MW
NU,All sources,2008,54.28,MW
NU,All sources,2009,54.28,MW
NU,All sources,2010,54.28,MW
NU,All sources,2011,54.28,MW
NU,All sources,2012,54.28,MW
NU,All sources,2013,54.28,MW
NU,All sources,2014,54.315,MW
NU,All sources,2015,54.315,MW
Canada,All sources,2005,122065.927,MW
Canada,All sources,2006,123479.474,MW
Canada,All sources,2007,124951.505,MW
Canada,All sources,2008,127869.151,MW
Canada,All sources,2009,129410.426,MW
Canada,All sources,2010,131921.929,MW
Canada,All sources,2011,133173.2413,MW
Canada,All sources,2012,133533.6263,MW
Canada,All sources,2013,137375.776,MW
Canada,All sources,2014,140205.492,MW
Canada,All sources,2015,144524.743,MW
BC,Non-hydro renewables,2005,810.92,MW
BC,Non-hydro renewables,2006,810.92,MW
BC,Non-hydro renewables,2007,810.92,MW
BC,Non-hydro renewables,2008,810.92,MW
BC,Non-hydro renewables,2009,912.92,MW
BC,Non-hydro renewables,2010,960.92,MW
BC,Non-hydro renewables,2011,1106.19,MW
BC,Non-hydro renewables,2012,1106.19,MW
BC,Non-hydro renewables,2013,1273.59,MW
BC,Non-hydro renewables,2014,1376.39,MW
BC,Non-hydro renewables,2015,1376.39,MW
AB,Non-hydro renewables,2005,522,MW
AB,Non-hydro renewables,2006,699.3,MW
AB,Non-hydro renewables,2007,838.3,MW
AB,Non-hydro renewables,2008,838.3,MW
AB,Non-hydro renewables,2009,914.4,MW
AB,Non-hydro renewables,2010,1063.4,MW
AB,Non-hydro renewables,2011,1223.697,MW
AB,Non-hydro renewables,2012,1501.797,MW
AB,Non-hydro renewables,2013,1504.646,MW
AB,Non-hydro renewables,2014,1878.7,MW
AB,Non-hydro renewables,2015,1897.4,MW
SK,Non-hydro renewables,2005,15.8,MW
SK,Non-hydro renewables,2006,171.18,MW
SK,Non-hydro renewables,2007,171.18,MW
SK,Non-hydro renewables,2008,171.18,MW
SK,Non-hydro renewables,2009,171.18,MW
SK,Non-hydro renewables,2010,171.18,MW
SK,Non-hydro renewables,2011,196.68,MW
SK,Non-hydro renewables,2012,196.68,MW
SK,Non-hydro renewables,2013,196.68,MW
SK,Non-hydro renewables,2014,201.78,MW
SK,Non-hydro renewables,2015,226.1,MW
MB,Non-hydro renewables,2005,42,MW
MB,Non-hydro renewables,2006,125.95,MW
MB,Non-hydro renewables,2007,125.95,MW
MB,Non-hydro renewables,2008,125.95,MW
MB,Non-hydro renewables,2009,125.95,MW
MB,Non-hydro renewables,2010,125.95,MW
MB,Non-hydro renewables,2011,263.95,MW
MB,Non-hydro renewables,2012,280.45,MW
MB,Non-hydro renewables,2013,280.45,MW
MB,Non-hydro renewables,2014,280.85,MW
MB,Non-hydro renewables,2015,280.85,MW
ON,Non-hydro renewables,2005,240.45,MW
ON,Non-hydro renewables,2006,610.48,MW
ON,Non-hydro renewables,2007,692.77,MW
ON,Non-hydro renewables,2008,962.72,MW
ON,Non-hydro renewables,2009,1469.57,MW
ON,Non-hydro renewables,2010,1935.13,MW
ON,Non-hydro renewables,2011,2596.4,MW
ON,Non-hydro renewables,2012,2905.3,MW
ON,Non-hydro renewables,2013,3716.7,MW
ON,Non-hydro renewables,2014,5591.4,MW
ON,Non-hydro renewables,2015,7067,MW
QC,Non-hydro renewables,2005,485.16,MW
QC,Non-hydro renewables,2006,595.16,MW
QC,Non-hydro renewables,2007,695.16,MW
QC,Non-hydro renewables,2008,756.66,MW
QC,Non-hydro renewables,2009,889.66,MW
QC,Non-hydro renewables,2010,893.66,MW
QC,Non-hydro renewables,2011,1162.64,MW
QC,Non-hydro renewables,2012,1593.64,MW
QC,Non-hydro renewables,2013,2643.64,MW
QC,Non-hydro renewables,2014,3105.04,MW
QC,Non-hydro renewables,2015,3507.24,MW
NB,Non-hydro renewables,2005,127.3,MW
NB,Non-hydro renewables,2006,127.3,MW
NB,Non-hydro renewables,2007,127.3,MW
NB,Non-hydro renewables,2008,223.3,MW
NB,Non-hydro renewables,2009,322.3,MW
NB,Non-hydro renewables,2010,322.3,MW
NB,Non-hydro renewables,2011,421.3,MW
NB,Non-hydro renewables,2012,421.3,MW
NB,Non-hydro renewables,2013,421.3,MW
NB,Non-hydro renewables,2014,421.5,MW
NB,Non-hydro renewables,2015,421.5,MW
NS,Non-hydro renewables,2005,103.32,MW
NS,Non-hydro renewables,2006,103.22,MW
NS,Non-hydro renewables,2007,108.42,MW
NS,Non-hydro renewables,2008,109.32,MW
NS,Non-hydro renewables,2009,109.32,MW
NS,Non-hydro renewables,2010,188.32,MW
NS,Non-hydro renewables,2011,282.72,MW
NS,Non-hydro renewables,2012,386.32,MW
NS,Non-hydro renewables,2013,392.29,MW
NS,Non-hydro renewables,2014,441.33,MW
NS,Non-hydro renewables,2015,557.13,MW
PE,Non-hydro renewables,2005,14,MW
PE,Non-hydro renewables,2006,14,MW
PE,Non-hydro renewables,2007,73,MW
PE,Non-hydro renewables,2008,73,MW
PE,Non-hydro renewables,2009,152,MW
PE,Non-hydro renewables,2010,164,MW
PE,Non-hydro renewables,2011,164,MW
PE,Non-hydro renewables,2012,164,MW
PE,Non-hydro renewables,2013,174,MW
PE,Non-hydro renewables,2014,204.4,MW
PE,Non-hydro renewables,2015,204.4,MW
NF,Non-hydro renewables,2005,0,MW
NF,Non-hydro renewables,2006,0,MW
NF,Non-hydro renewables,2007,0,MW
NF,Non-hydro renewables,2008,0,MW
NF,Non-hydro renewables,2009,54,MW
NF,Non-hydro renewables,2010,54,MW
NF,Non-hydro renewables,2011,54,MW
NF,Non-hydro renewables,2012,54,MW
NF,Non-hydro renewables,2013,54,MW
NF,Non-hydro renewables,2014,54.035,MW
NF,Non-hydro renewables,2015,54.035,MW
NWT,Non-hydro renewables,2005,0,MW
NWT,Non-hydro renewables,2006,0,MW
NWT,Non-hydro renewables,2007,0,MW
NWT,Non-hydro renewables,2008,0,MW
NWT,Non-hydro renewables,2009,0,MW
NWT,Non-hydro renewables,2010,0,MW
NWT,Non-hydro renewables,2011,0,MW
NWT,Non-hydro renewables,2012,9.2,MW
NWT,Non-hydro renewables,2013,9.2,MW
NWT,Non-hydro renewables,2014,9.5,MW
NWT,Non-hydro renewables,2015,9.5,MW
YT,Non-hydro renewables,2005,0,MW
YT,Non-hydro renewables,2006,0.8,MW
YT,Non-hydro renewables,2007,0.8,MW
YT,Non-hydro renewables,2008,0.8,MW
YT,Non-hydro renewables,2009,0.8,MW
YT,Non-hydro renewables,2010,0.8,MW
YT,Non-hydro renewables,2011,0.8,MW
YT,Non-hydro renewables,2012,0.8,MW
YT,Non-hydro renewables,2013,0.8,MW
YT,Non-hydro renewables,2014,0.833,MW
YT,Non-hydro renewables,2015,0.833,MW
NU,Non-hydro renewables,2005,0,MW
NU,Non-hydro renewables,2006,0,MW
NU,Non-hydro renewables,2007,0,MW
NU,Non-hydro renewables,2008,0,MW
NU,Non-hydro renewables,2009,0,MW
NU,Non-hydro renewables,2010,0,MW
NU,Non-hydro renewables,2011,0,MW
NU,Non-hydro renewables,2012,0,MW
NU,Non-hydro renewables,2013,0,MW
NU,Non-hydro renewables,2014,0.035,MW
NU,Non-hydro renewables,2015,0.035,MW
Canada,Non-hydro renewables,2005,2360.95,MW
Canada,Non-hydro renewables,2006,3258.31,MW
Canada,Non-hydro renewables,2007,3643.8,MW
Canada,Non-hydro renewables,2008,4072.15,MW
Canada,Non-hydro renewables,2009,5122.1,MW
Canada,Non-hydro renewables,2010,5879.66,MW
Canada,Non-hydro renewables,2011,7472.377,MW
Canada,Non-hydro renewables,2012,8619.677,MW
Canada,Non-hydro renewables,2013,10667.296,MW
Canada,Non-hydro renewables,2014,13565.793,MW
Canada,Non-hydro renewables,2015,15602.413,MW
BC,Renewables,2005,13658.41,MW
BC,Renewables,2006,13424.617,MW
BC,Renewables,2007,13471.818,MW
BC,Renewables,2008,13543.968,MW
BC,Renewables,2009,13771.168,MW
BC,Renewables,2010,14162.691,MW
BC,Renewables,2011,14778.952,MW
BC,Renewables,2012,14778.952,MW
BC,Renewables,2013,14960.442,MW
BC,Renewables,2014,15583.142,MW
BC,Renewables,2015,16405.39,MW
AB,Renewables,2005,1391,MW
AB,Renewables,2006,1573.65,MW
AB,Renewables,2007,1712.65,MW
AB,Renewables,2008,1712.65,MW
AB,Renewables,2009,1788.75,MW
AB,Renewables,2010,1937.75,MW
AB,Renewables,2011,2102.697,MW
AB,Renewables,2012,2395.797,MW
AB,Renewables,2013,2398.646,MW
AB,Renewables,2014,2772.7,MW
AB,Renewables,2015,2791.4,MW
SK,Renewables,2005,869.8,MW
SK,Renewables,2006,1024.18,MW
SK,Renewables,2007,1024.18,MW
SK,Renewables,2008,1024.18,MW
SK,Renewables,2009,1024.18,MW
SK,Renewables,2010,1024.18,MW
SK,Renewables,2011,1049.68,MW
SK,Renewables,2012,1049.68,MW
SK,Renewables,2013,1059.68,MW
SK,Renewables,2014,1065.78,MW
SK,Renewables,2015,1115.1,MW
MB,Renewables,2005,5079.79,MW
MB,Renewables,2006,5163.74,MW
MB,Renewables,2007,5163.74,MW
MB,Renewables,2008,5163.74,MW
MB,Renewables,2009,5163.74,MW
MB,Renewables,2010,5163.74,MW
MB,Renewables,2011,5301.74,MW
MB,Renewables,2012,5318.24,MW
MB,Renewables,2013,5519.24,MW
MB,Renewables,2014,5519.64,MW
MB,Renewables,2015,5519.64,MW
ON,Renewables,2005,8745.21,MW
ON,Renewables,2006,9020.56,MW
ON,Renewables,2007,9102.85,MW
ON,Renewables,2008,9378.8,MW
ON,Renewables,2009,9893.65,MW
ON,Renewables,2010,10398.21,MW
ON,Renewables,2011,11120.48,MW
ON,Renewables,2012,11429.38,MW
ON,Renewables,2013,12281.78,MW
ON,Renewables,2014,14563.4,MW
ON,Renewables,2015,15835,MW
QC,Renewables,2005,36958.637,MW
QC,Renewables,2006,37280.709,MW
QC,Renewables,2007,38134.777,MW
QC,Renewables,2008,39021.425,MW
QC,Renewables,2009,39303.71,MW
QC,Renewables,2010,39320.12,MW
QC,Renewables,2011,39346.393,MW
QC,Renewables,2012,40810.44,MW
QC,Renewables,2013,41076.993,MW
QC,Renewables,2014,43139.297,MW
QC,Renewables,2015,43719.21,MW
NB,Renewables,2005,1076.25,MW
NB,Renewables,2006,1076.25,MW
NB,Renewables,2007,1076.25,MW
NB,Renewables,2008,1172.25,MW
NB,Renewables,2009,1271.25,MW
NB,Renewables,2010,1271.25,MW
NB,Renewables,2011,1378.1,MW
NB,Renewables,2012,1378.1,MW
NB,Renewables,2013,1378.1,MW
NB,Renewables,2014,1378.3,MW
NB,Renewables,2015,1378.3,MW
NS,Renewables,2005,507.07,MW
NS,Renewables,2006,506.97,MW
NS,Renewables,2007,512.17,MW
NS,Renewables,2008,513.07,MW
NS,Renewables,2009,513.07,MW
NS,Renewables,2010,562.07,MW
NS,Renewables,2011,658.3,MW
NS,Renewables,2012,761.9,MW
NS,Renewables,2013,767.87,MW
NS,Renewables,2014,816.91,MW
NS,Renewables,2015,932.71,MW
PE,Renewables,2005,14,MW
PE,Renewables,2006,14,MW
PE,Renewables,2007,73,MW
PE,Renewables,2008,73,MW
PE,Renewables,2009,152,MW
PE,Renewables,2010,164,MW
PE,Renewables,2011,164,MW
PE,Renewables,2012,164,MW
PE,Renewables,2013,174,MW
PE,Renewables,2014,204.4,MW
PE,Renewables,2015,204.4,MW
NF,Renewables,2005,6780.06,MW
NF,Renewables,2006,6775.45,MW
NF,Renewables,2007,6776.8,MW
NF,Renewables,2008,6776.8,MW
NF,Renewables,2009,6835.05,MW
NF,Renewables,2010,6835.05,MW
NF,Renewables,2011,6842.7,MW
NF,Renewables,2012,6837.06,MW
NF,Renewables,2013,6842.7,MW
NF,Renewables,2014,6820.455,MW
NF,Renewables,2015,6820.455,MW
NWT,Renewables,2005,65,MW
NWT,Renewables,2006,41.7,MW
NWT,Renewables,2007,43,MW
NWT,Renewables,2008,55.7,MW
NWT,Renewables,2009,55.7,MW
NWT,Renewables,2010,55.7,MW
NWT,Renewables,2011,55.7,MW
NWT,Renewables,2012,64.9,MW
NWT,Renewables,2013,64.9,MW
NWT,Renewables,2014,65.2,MW
NWT,Renewables,2015,65.2,MW
YT,Renewables,2005,76.7,MW
YT,Renewables,2006,77.5,MW
YT,Renewables,2007,78.7,MW
YT,Renewables,2008,78.7,MW
YT,Renewables,2009,78.7,MW
YT,Renewables,2010,78.7,MW
YT,Renewables,2011,95.3,MW
YT,Renewables,2012,95.3,MW
YT,Renewables,2013,95.3,MW
YT,Renewables,2014,95.333,MW
YT,Renewables,2015,95.333,MW
NU,Renewables,2005,0,MW
NU,Renewables,2006,0,MW
NU,Renewables,2007,0,MW
NU,Renewables,2008,0,MW
NU,Renewables,2009,0,MW
NU,Renewables,2010,0,MW
NU,Renewables,2011,0,MW
NU,Renewables,2012,0,MW
NU,Renewables,2013,0,MW
NU,Renewables,2014,0.035,MW
NU,Renewables,2015,0.035,MW
Canada,Renewables,2005,75221.927,MW
Canada,Renewables,2006,75979.326,MW
Canada,Renewables,2007,77169.935,MW
Canada,Renewables,2008,78514.283,MW
Canada,Renewables,2009,79850.968,MW
Canada,Renewables,2010,80973.461,MW
Canada,Renewables,2011,82894.042,MW
Canada,Renewables,2012,85083.749,MW
Canada,Renewables,2013,86619.651,MW
Canada,Renewables,2014,92024.592,MW
Canada,Renewables,2015,94882.173,MW
BC,Thermal,2005,2182.88,MW
BC,Thermal,2006,2287.88,MW
BC,Thermal,2007,2287.88,MW
BC,Thermal,2008,2287.88,MW
BC,Thermal,2009,2287.88,MW
BC,Thermal,2010,2320.38,MW
BC,Thermal,2011,2367.85,MW
BC,Thermal,2012,2321.65,MW
BC,Thermal,2013,2393.05,MW
BC,Thermal,2014,2393.05,MW
BC,Thermal,2015,2393.05,MW
AB,Thermal,2005,10887.95,MW
AB,Thermal,2006,10508.35,MW
AB,Thermal,2007,10663.35,MW
AB,Thermal,2008,11061.95,MW
AB,Thermal,2009,11440.25,MW
AB,Thermal,2010,11300.15,MW
AB,Thermal,2011,11249.10133,MW
AB,Thermal,2012,11794.02932,MW
AB,Thermal,2013,12493.296,MW
AB,Thermal,2014,12864.08,MW
AB,Thermal,2015,13915.95,MW
SK,Thermal,2005,2873,MW
SK,Thermal,2006,2854.62,MW
SK,Thermal,2007,2854.62,MW
SK,Thermal,2008,2879.45,MW
SK,Thermal,2009,2972.45,MW
SK,Thermal,2010,3224.95,MW
SK,Thermal,2011,3224.95,MW
SK,Thermal,2012,3220,MW
SK,Thermal,2013,3089,MW
SK,Thermal,2014,3148.6,MW
SK,Thermal,2015,3363.15,MW
MB,Thermal,2005,520.12,MW
MB,Thermal,2006,519.74,MW
MB,Thermal,2007,519.74,MW
MB,Thermal,2008,519.74,MW
MB,Thermal,2009,519.74,MW
MB,Thermal,2010,519.74,MW
MB,Thermal,2011,519.74,MW
MB,Thermal,2012,519.74,MW
MB,Thermal,2013,519.74,MW
MB,Thermal,2014,497.74,MW
MB,Thermal,2015,499.86,MW
ON,Thermal,2005,23039,MW
ON,Thermal,2006,23527.685,MW
ON,Thermal,2007,23535.85,MW
ON,Thermal,2008,24685.3,MW
ON,Thermal,2009,24410.87,MW
ON,Thermal,2010,25934.17,MW
ON,Thermal,2011,25734.305,MW
ON,Thermal,2012,25148.305,MW
ON,Thermal,2013,25831.305,MW
ON,Thermal,2014,23642.75,MW
ON,Thermal,2015,24083.75,MW
QC,Thermal,2005,2579.21,MW
QC,Thermal,2006,3088.21,MW
QC,Thermal,2007,3209.21,MW
QC,Thermal,2008,3128.71,MW
QC,Thermal,2009,3128.71,MW
QC,Thermal,2010,2997.71,MW
QC,Thermal,2011,2512.69,MW
QC,Thermal,2012,830.69,MW
QC,Thermal,2013,1837.69,MW
QC,Thermal,2014,1368.69,MW
QC,Thermal,2015,1089.01,MW
NB,Thermal,2005,3282.3,MW
NB,Thermal,2006,3282.3,MW
NB,Thermal,2007,3282.3,MW
