Region,Latitude,Longitude
ON,43.4241,-80.5214
ON,43.3938,-80.4443
ON,43.3965,-80.4575
ON,43.4511,-80.5572
ON,43.5036,-80.5413
ON,44.1821,-81.6373
ON,43.4161,-80.688
ON,43.5852,-80.5662
ON,43.4317,-80.3112
ON,43.4244,-80.3364
ON,43.4061,-80.3503
ON,43.1834,-80.3749
ON,43.1884,-80.2422
ON,43.1501,-80.2766
ON,43.1242,-80.2412
ON,43.1094,-80.275
ON,43.1704,-80.2937
ON,43.0776,-79.9639
ON,42.8126,-80.3091
ON,42.824,-80.4811
ON,42.8806,-80.7527
ON,44.5519,-80.9385
ON,44.6079,-80.5922
ON,44.1385,-81.0237
ON,43.1277,-80.7743
ON,43.1477,-80.7285
ON,43.1127,-80.7368
ON,43.7315,-80.9533
ON,43.261,-81.1516
ON,43.3555,-80.9961
ON,43.3717,-80.9844
ON,43.027,-80.8706
ON,42.7797,-80.9864
ON,42.6652,-81.2018
ON,42.7788,-81.2134
ON,42.7725,-81.2003
ON,42.9927,-81.1686
ON,42.9778,-81.1941
ON,43.0303,-81.2676
ON,43.0093,-81.21
ON,42.9743,-81.1946
ON,42.9793,-81.2556
ON,42.9759,-81.229
ON,42.9799,-81.2609
ON,42.9419,-81.2475
ON,42.9943,-81.2623
ON,42.9899,-81.2607
ON,42.9797,-81.2639
ON,42.9627,-81.2948
ON,42.9344,-81.2802
ON,42.9922,-81.1398
ON,42.9324,-81.1916
ON,42.9114,-81.2999
ON,43.7347,-81.7105
ON,42.9625,-81.6081
ON,42.4029,-82.1941
ON,42.3997,-82.1996
ON,42.9607,-82.3718
ON,42.971,-82.4084
ON,42.9891,-82.399
ON,42.9838,-82.3214
ON,43.0147,-82.3417
ON,42.5799,-82.3823
ON,42.0606,-82.6029
ON,42.1754,-82.8226
ON,42.3326,-82.8926
ON,42.3391,-82.9279
ON,42.3136,-82.9338
ON,42.3307,-82.9752
ON,42.3188,-82.965
ON,42.2679,-82.9699
ON,42.3062,-83.0017
ON,42.3039,-83.0308
ON,42.3251,-83.0171
ON,42.3159,-83.0393
ON,42.3158,-83.0568
ON,42.3077,-83.0724
ON,42.2736,-83.0416
ON,42.2581,-82.9988
ON,42.2351,-82.998
ON,42.247,-83.1
ON,42.049,-83.1032
ON,42.1106,-83.1115
ON,42.0377,-82.7394
ON,45.4139,-79.6728
ON,45.1103,-79.158
ON,44.8462,-79.7954
ON,44.8935,-79.741
ON,45.9033,-80.5762
ON,45.8738,-79.8846
ON,47.6756,-79.5424
ON,48.1346,-80.0769
ON,52.923,-82.4173
ON,46.1329,-80.8231
ON,48.4466,-80.8161
ON,46.0182,-82.2507
ON,46.1849,-82.8228
ON,46.9551,-84.5005
ON,50.139,-89.0561
ON,50.2407,-90.2024
ON,48.7778,-93.962
ON,49.7003,-94.8583
ON,49.7857,-95.1168
ON,46.3036,-79.4624
ON,46.3094,-79.464
ON,46.3411,-79.4457
ON,45.3272,-79.2151
ON,45.057,-79.3366
ON,44.9451,-79.3549
ON,45.3405,-80.0365
ON,46.3664,-79.9178
ON,48.151,-80.0328
ON,46.5076,-80.9872
ON,46.4769,-80.9099
ON,46.4727,-81.0291
ON,46.4918,-80.9955
ON,46.4106,-81.0517
ON,46.5625,-80.8665
ON,46.6191,-81.0356
ON,46.6318,-81.0147
ON,46.4223,-81.1165
ON,48.4757,-81.3366
ON,48.4951,-81.3513
ON,48.473,-81.3765
ON,46.372,-82.6721
ON,46.2629,-81.7719
ON,49.4134,-82.4203
ON,46.5175,-84.3414
ON,46.5105,-84.321
ON,46.5245,-84.3768
ON,48.4578,-89.1885
ON,48.4349,-89.2192
ON,48.3852,-89.242
ON,48.3775,-89.2704
ON,48.4511,-89.273
ON,48.3187,-89.3415
ON,48.3959,-89.3556
ON,49.7856,-92.8364
ON,50.0885,-91.9086
ON,48.6075,-93.3869
ON,49.7667,-94.4848
PE,46.1668,-62.6487
PE,46.3182,-63.5586
PE,46.2318,-63.1192
PE,46.2067,-63.0729
PE,46.2688,-63.1097
PE,46.2607,-63.16
PE,46.3907,-63.7868
QC,46.8524,-72.0259
QC,47.3983,-61.7742
QC,48.1496,-65.7053
QC,48.9298,-64.3438
QC,50.1169,-62.4136
QC,49.1633,-68.3335
QC,49.0226,-66.8158
QC,48.3473,-68.3948
QC,47.6843,-68.8681
QC,46.2057,-70.8326
QC,46.0651,-71.4352
QC,45.8641,-71.6523
QC,46.9055,-70.7456
QC,46.2635,-70.7929
QC,47.6525,-70.4067
QC,48.3448,-70.9869
QC,48.8854,-72.4433
QC,46.6996,-72.643
QC,45.6544,-71.0379
QC,46.152,-72.1347
QC,46.9181,-71.2036
QC,46.9179,-71.1964
QC,46.8886,-71.2212
QC,46.876,-71.192
QC,46.8921,-71.3056
QC,46.8615,-71.2698
QC,46.8483,-71.234
QC,46.8143,-71.2431
QC,46.8396,-71.2506
QC,46.8165,-71.236
QC,46.81,-71.2526
QC,46.8257,-71.331
QC,46.8128,-71.2194
QC,46.7867,-71.2436
QC,46.7863,-71.2579
QC,46.789,-71.2936
QC,46.7673,-71.2857
QC,46.7828,-71.3149
QC,46.7595,-71.3433
QC,46.8681,-71.3787
QC,46.8569,-71.3506
QC,46.8342,-71.3463
QC,46.8175,-71.371
QC,46.8119,-71.3906
QC,46.8428,-71.2774
QC,46.8105,-71.2426
QC,46.8921,-71.2732
QC,46.9159,-71.3163
QC,46.9338,-71.3446
QC,46.7529,-71.3734
QC,46.8765,-71.3233
QC,46.9445,-71.4133
QC,46.756,-71.6969
QC,46.8617,-71.4241
QC,46.8388,-71.3998
QC,46.8897,-71.8349
QC,46.6725,-71.7368
QC,47.4454,-70.5199
QC,47.695,-70.2239
QC,50.2206,-66.3581
QC,50.2309,-66.3901
QC,47.5371,-61.5387
QC,49.1283,-66.4906
QC,48.8526,-67.518
QC,48.8319,-64.4813
QC,49.2446,-68.1442
QC,47.6259,-70.0967
QC,50.0382,-66.8659
QC,49.1962,-68.2976
QC,48.5949,-68.1883
QC,48.4584,-67.4333
QC,48.4525,-68.5232
QC,48.4547,-68.4973
QC,48.4277,-68.5122
QC,47.8559,-69.5376
QC,47.5521,-68.6441
QC,46.9984,-70.5595
QC,46.2093,-70.7788
QC,46.13,-70.6557
QC,46.1231,-70.647
QC,46.1379,-70.6715
QC,45.5946,-70.9176
QC,46.7557,-71.124
QC,46.4691,-71.0427
QC,46.1134,-71.3108
QC,46.0654,-71.356
QC,46.6561,-71.3095
QC,46.7038,-71.2837
QC,46.2255,-71.7779
QC,46.0606,-71.9477
QC,46.0388,-71.9596
QC,46.0714,-71.9332
QC,46.0477,-71.9549
QC,46.8207,-71.1787
QC,46.7933,-71.1885
QC,46.7228,-71.2788
QC,46.7391,-71.2055
QC,46.6709,-71.3548
QC,48.3133,-70.8557
QC,48.4572,-71.0591
QC,48.4337,-71.0225
QC,48.4377,-71.1244
QC,48.3976,-71.11
QC,48.3084,-71.1104
QC,48.51,-71.268
QC,48.4099,-71.1961
QC,48.4112,-71.2149
QC,48.4359,-71.2318
QC,48.3933,-71.267
QC,48.4327,-71.262
QC,48.4244,-71.2619
QC,48.5468,-71.6399
QC,48.5292,-71.642
QC,48.5592,-71.6416
QC,48.4223,-71.8737
QC,48.5044,-72.2165
QC,48.5774,-72.441
QC,48.6556,-72.4469
QC,48.8707,-72.2141
QC,48.8892,-72.1938
QC,48.3942,-71.6775
QC,49.9214,-74.3601
QC,46.419,-72.6006
QC,46.3887,-72.4875
QC,46.4024,-72.5846
QC,46.3688,-72.58
QC,46.3648,-72.5564
QC,46.3647,-72.5558
QC,46.3111,-72.5718
QC,46.3938,-72.6534
QC,46.3445,-72.4369
QC,46.5429,-72.748
QC,46.5258,-72.7381
QC,46.576,-72.7764
QC,46.6168,-72.7336
QC,47.4583,-72.7729
QC,90,0
QC,45.6986,-73.5025
QC,45.6587,-73.5236
QC,45.6454,-73.5502
QC,45.6596,-73.5704
QC,45.6595,-73.5729
QC,45.6061,-73.6389
QC,45.5829,-73.6524
QC,45.6036,-73.569
QC,45.6077,-73.5428
QC,45.5943,-73.5362
QC,45.5902,-73.5559
QC,45.5719,-73.5499
QC,45.6105,-73.6048
QC,45.5844,-73.6229
QC,45.5716,-73.5985
QC,45.5653,-73.5869
QC,45.5702,-73.551
QC,45.5423,-73.5616
QC,45.5577,-73.5935
QC,45.5525,-73.598
QC,45.5652,-73.6444
QC,45.5583,-73.6118
QC,45.5664,-73.647
QC,45.5593,-73.6719
QC,45.5522,-73.6256
QC,45.5434,-73.6061
QC,45.5377,-73.5837
QC,45.5289,-73.5928
QC,45.53,-73.5672
QC,45.5252,-73.5744
QC,45.55,-73.6515
QC,45.5402,-73.659
QC,45.5409,-73.6418
QC,45.5452,-73.6266
QC,45.5356,-73.6144
QC,45.5278,-73.6024
QC,45.5298,-73.6153
QC,45.5194,-73.5839
QC,45.5148,-73.5739
QC,45.508,-73.554
QC,45.5066,-73.5623
QC,45.5078,-73.5804
QC,45.5058,-73.5672
QC,45.503,-73.5679
QC,45.4679,-73.5457
QC,45.5019,-73.5853
QC,45.5123,-73.5967
QC,45.4922,-73.5725
QC,45.4858,-73.564
QC,45.5529,-73.6754
QC,45.5459,-73.6979
QC,45.5335,-73.6464
QC,45.5209,-73.653
QC,45.5181,-73.6545
QC,45.5155,-73.6292
QC,45.5115,-73.616
QC,45.4965,-73.6177
QC,45.4988,-73.6442
QC,45.4915,-73.6483
QC,45.489,-73.618
QC,45.4909,-73.5885
QC,45.4781,-73.6252
QC,45.4681,-73.636
QC,45.478,-73.5922
QC,45.468,-73.5863
QC,45.4644,-73.5798
QC,45.4532,-73.5818
QC,45.5353,-73.7231
QC,45.5248,-73.7392
QC,45.5269,-73.6974
QC,45.5067,-73.6906
QC,45.5329,-73.6807
QC,45.4991,-73.6722
QC,45.5148,-73.7309
QC,45.4958,-73.754
QC,45.4954,-73.6798
QC,45.4755,-73.6555
QC,45.478,-73.6704
QC,45.4575,-73.6649
QC,45.5103,-73.6818
QC,45.5003,-73.5621
QC,45.503,-73.5679
QC,45.5066,-73.5623
QC,45.6736,-73.5919
QC,45.6346,-73.6769
QC,45.6176,-73.6637
QC,45.6142,-73.669
QC,45.5565,-73.6791
QC,45.6429,-73.7494
QC,45.6837,-73.6728
QC,45.6121,-73.7898
QC,45.6303,-73.7802
QC,45.6089,-73.7331
QC,45.5772,-73.7007
QC,45.5917,-73.8293
QC,45.5483,-73.8578
QC,45.5732,-73.7444
QC,45.5569,-73.748
QC,45.5364,-73.7267
QC,45.549,-73.7641
QC,45.5359,-73.8231
QC,45.5209,-73.8354
QC,45.4551,-73.6084
QC,45.4371,-73.5979
QC,45.4473,-73.6557
QC,45.4496,-73.6811
QC,45.4648,-73.7192
QC,45.5145,-73.8162
QC,45.5135,-73.8389
QC,45.5055,-73.823
QC,45.4937,-73.8132
QC,45.5141,-73.9012
QC,45.5106,-73.91
QC,45.4794,-73.8446
QC,45.4873,-73.8635
QC,45.469,-73.8862
QC,45.4643,-73.8936
QC,45.4617,-73.7305
QC,45.4748,-73.8207
QC,45.4409,-73.7733
QC,45.4407,-73.8727
QC,45.418,-73.9515
QC,45.6999,-72.0033
QC,45.242,-72.0177
QC,45.9914,-72.3216
QC,45.3973,-72.8797
QC,46.0668,-72.8043
QC,45.6125,-72.5205
QC,45.0784,-73.0291
QC,46.104,-73.256
QC,45.7317,-73.2793
QC,60.0342,-70.0118
QC,45.718,-73.6354
QC,45.4487,-74.1015
QC,45.8373,-74.1387
QC,45.0131,-74.1744
QC,46.2634,-74.7687
QC,45.7631,-74.4624
QC,46.7019,-75.437
QC,45.5234,-76.4392
QC,48.4606,-78.1936
QC,47.4822,-79.2102
QC,45.1563,-71.8095
QC,45.4301,-71.8901
QC,45.4038,-71.8853
QC,45.4117,-71.9074
QC,45.4242,-71.9188
QC,45.3928,-71.9441
QC,45.4053,-71.9387
QC,45.3672,-71.8692
QC,45.3814,-71.9827
QC,45.582,-72.0094
QC,45.7808,-71.9348
QC,45.282,-72.139
QC,45.8852,-72.414
QC,45.8459,-72.44
QC,45.8845,-72.4841
QC,45.9092,-72.4808
QC,45.9037,-72.5297
QC,45.4109,-72.7103
QC,45.4036,-72.7097
QC,45.3915,-72.7799
QC,45.2214,-72.7567
QC,45.3161,-72.6501
QC,45.2925,-72.978
QC,45.648,-73.0056
QC,45.6352,-72.9726
QC,45.6414,-72.9243
QC,45.3988,-73.3723
QC,45.3167,-73.2338
QC,45.3172,-73.3346
QC,45.334,-73.2662
QC,45.3234,-73.2662
QC,45.5806,-73.336
QC,45.5462,-73.2339
QC,45.5413,-73.2215
QC,45.4694,-73.289
QC,45.4355,-73.1738
QC,45.5355,-73.2719
QC,46.045,-73.1172
QC,46.0476,-73.1263
QC,46.2326,-72.5995
QC,45.5392,-73.3598
QC,45.6911,-73.4312
QC,45.4841,-73.4329
QC,45.4732,-73.3716
QC,45.5685,-73.423
QC,45.5535,-73.4987
QC,45.5428,-73.5083
QC,45.529,-73.5039
QC,45.5284,-73.5246
QC,45.5291,-73.4708
QC,45.544,-73.4505
QC,45.5382,-73.4577
QC,45.4993,-73.5157
QC,45.4876,-73.5092
QC,45.4832,-73.5067
QC,45.4966,-73.4481
QC,45.4926,-73.4473
QC,45.4769,-73.4992
QC,45.4564,-73.4931
QC,45.4605,-73.4651
QC,45.4814,-73.4649
QC,45.384,-73.5591
QC,45.4024,-73.5376
QC,45.8184,-73.8983
QC,45.7334,-74.1309
QC,45.8052,-74.1051
QC,45.8522,-73.7577
QC,45.3973,-73.5284
QC,45.905,-73.2594
QC,46.2675,-72.9382
QC,45.8313,-73.4233
QC,45.8508,-73.4824
QC,45.7599,-73.4343
QC,45.7289,-73.4907
QC,45.7134,-73.4778
QC,46.0551,-73.432
QC,45.3944,-73.7494
QC,45.3631,-73.7085
QC,45.3577,-73.7851
QC,45.3063,-73.748
QC,45.2788,-74.1422
QC,45.2571,-74.12
QC,45.7005,-73.5298
QC,45.6908,-73.6308
QC,45.6986,-73.6632
QC,45.6999,-73.8112
QC,45.6693,-73.7484
QC,45.6179,-73.8038
QC,45.6462,-73.8092
QC,45.6488,-73.8466
QC,45.6318,-73.8261
QC,45.5999,-73.8301
QC,45.62,-73.8564
QC,45.6563,-73.9753
QC,45.7551,-73.5959
QC,45.7567,-73.6263
QC,45.7915,-73.7559
QC,45.72,-74.0327
QC,45.5618,-73.8881
QC,45.5321,-73.894
QC,45.3135,-74.0573
QC,45.4042,-74.034
QC,45.2616,-74.2078
QC,45.814,-74.0176
QC,45.795,-74.0017
QC,45.9261,-74.0244
QC,45.9454,-74.1327
QC,46.0469,-74.2901
QC,46.156,-74.5627
QC,45.6068,-74.4387
QC,45.6484,-74.3406
QC,45.599,-75.4206
QC,45.5555,-75.4352
QC,45.688,-75.7837
QC,45.495,-75.5883
QC,45.4914,-75.6057
QC,45.4979,-75.7043
QC,45.488,-75.7474
QC,45.4465,-75.7156
QC,45.4603,-75.7606
QC,45.4659,-75.7558
QC,45.4206,-75.7538
QC,45.4039,-75.826
QC,46.3741,-75.9823
QC,45.3958,-75.8259
QC,45.4202,-75.7748
QC,46.5442,-75.4972
QC,48.1068,-77.7833
QC,48.5837,-78.1002
QC,47.3288,-79.441
QC,48.25,-79.0253
QC,48.8054,-79.1991
QC,48.8131,-79.2026
SK,51.8194,-103.5644
SK,49.1895,-104.4374
SK,53.1325,-104.6719
SK,51.3669,-105.9973
SK,50.1971,-105.8481
SK,52.7586,-107.4669
SK,52.807,-105.3626
SK,51.2296,-108.702
SK,54.2836,-109.2415
SK,50.3599,-108.5139
SK,54.663,-102.0822
SK,50.7763,-104.9291
SK,51.202,-102.457
SK,49.1433,-102.9987
SK,49.6719,-103.8491
SK,50.4395,-104.5758
SK,50.4399,-104.574
SK,50.4423,-104.6116
SK,50.4707,-104.6116
SK,50.4253,-104.6347
SK,50.4552,-104.6376
SK,50.4364,-104.5438
SK,50.4896,-104.6694
SK,50.4722,-104.6828
SK,50.478,-104.6987
SK,50.4529,-104.5345
SK,50.4019,-105.5325
SK,50.4241,-105.5467
SK,50.3768,-105.5819
SK,53.2027,-105.7503
SK,53.1744,-105.7636
SK,53.1922,-105.7055
SK,52.1131,-106.622
SK,52.1068,-106.6552
SK,52.1542,-106.6415
SK,52.1449,-106.6704
SK,52.1261,-106.6985
SK,52.1193,-106.6594
SK,52.1695,-106.5869
SK,52.2022,-106.6765
SK,52.1584,-106.5955
SK,52.0554,-106.7036
SK,52.1103,-106.5698
SK,52.779,-108.2983
SK,50.2875,-107.8113
SK,53.2719,-110.0044
SK,54.132,-108.4314
YT,60.1734,-129.0159
YT,64.062,-139.4351
YT,60.7227,-135.0534
